"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros"
"*01sjx*","Yohan Pino","MIN","RP","10251","FA","40","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0648a*","Andrew Pintar","ARI","2B","10252","FA","22","COL Thu 1:00AM","11.00","2023","0","0","0%","-","3%"
"*04q6m*","Aaron Pinto","CLE","P","10253","FA","27","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*05j6w*","Adrian Pinto","TOR","2B","10254","FA","21","@TB Thu 1:10PM","11.00","2023","0","0","0%","-","4%"
"*02ypr*","Eduard Pinto","TEX","OF","10255","FA","29","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*05r16*","Jean Pinto","BAL","SP","10256","FA","22","LAA Thu 12:05PM","11.00","2023","0","0","0%","-","5%"
"*02ypn*","Josmil Pinto","(N/A)","C","10257","FA","34","","11.00","2023","0","0","0%","-","0%"
"*05rh6*","Juan Pinto","SEA","SP","10258","FA","19","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","4%"
"*03bdx*","Julio Pinto","CIN","SP","10259","FA","28","WSH Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*05xzp*","Julio Pinto","TEX","SS","10260","FA","19","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*03mol*","Ricardo Pinto","DET","RP","10261","FA","29","@CHW Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04a8v*","Wladimir Pinto","MIN","SP","10262","FA","25","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0423s*","Luis Pintor","MIA","2B,SS","10263","FA","28","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05y6t*","Kenny Piper","TB","C","10264","FA","25","TOR Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*04ptv*","Dominic Pipkin","PHI","SP","10265","FA","24","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","3%"
"*04a7b*","Brian Pirela","STL","RP","10266","FA","25","@LAD Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*021wp*","Jose Pirela","(N/A)","2B","10267","FA","34","","11.00","2023","0","0","0%","-","1%"
"*064vw*","Yorvi Pirela","ATL","RP","10268","FA","18","@PHI Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*05r57*","Jhonny Piron","TB","OF","10269","FA","19","TOR Thu 1:10PM","11.00","2023","0","0","0%","-","5%"
"*03mx2*","Jonathan Piron","COL","2B","10270","FA","29","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*03qwr*","Matt Pirro","WSH","P","10271","FA","30","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03dus*","Brett Pirtle","DET","2B,SS","10272","FA","32","@CHW Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*02i2r*","Stephen Piscotty","(N/A)","OF","10273","FA","32","","11.00","2023","0","0","0%","-","1%"
"*04pw1*","Matt Pita","NYY","OF","10274","FA","26","@HOU Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*045op*","Gersel Pitre","LAD","C","10275","FA","27","STL Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*02n6s*","Dario Pizzano","SEA","OF","10276","FA","32","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*01sjl*","Jason Place","BOS","OF","10277","FA","35","@SEA Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*056j6*","Adrian Placencia","LAA","SS","10278","FA","20","@BAL Thu 12:05PM","11.00","2023","0","0","0%","-","5%"
"*058zd*","Erison Placencia","BAL","SS","10279","FA","21","LAA Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*02hji*","Tony Plagman","DET","1B","10280","FA","36","@CHW Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03186*","Colton Plaia","NYM","C","10281","FA","33","MIL Thu 10:10AM","11.00","2023","0","0","0%","-","0%"
"*05rjl*","Geovanny Planchart","PIT","C","10282","FA","22","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0429n*","Cameron Planck","NYM","P","10283","FA","25","MIL Thu 10:10AM","11.00","2023","0","0","0%","-","0%"
"*04z6j*","Alexfri Planez","CLE","OF","10284","FA","22","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","6%"
"*02c0g*","Brandon Platts","PIT","P","10285","FA","30","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*02mwl*","Kevin Plawecki","(N/A)","C","10286","FA","32","","11.00","2023","0","0","0%","-","0%"
"*0622o*","Axiel Plaz","PIT","C","10287","FA","18","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","4%"
"*041wu*","Zach Plesac","CLE","SP","10288","JOEY","28","@OAK Thu 7:07PM","37.00","2025","0","0","0%","-","9%"
"*03qs3*","Chris Plitt","PIT","P","10289","FA","28","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03dpl*","Cole Plouck","WSH","P","10290","FA","29","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0570w*","Peyton Plumlee","HOU","RP","10291","FA","26","NYY Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*03pj1*","Nick Plummer","(N/A)","OF","10292","FA","27","","11.00","2023","0","0","0%","-","1%"
"*05ue9*","Matt Pobereyko","(N/A)","SP","10293","FA","32","","11.00","2023","0","0","0%","-","0%"
"*03yuk*","Jared Poche","OAK","P","10294","FA","29","CLE Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*04psi*","Nick Podkul","TOR","2B,3B","10295","FA","26","@TB Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*04evq*","Robbie Podorsky","SD","OF","10296","FA","28","SF Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0669i*","Nick Pogue","WSH","SP","10297","FA","24","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*048ve*","Jackson Pokorney","ATL","SP","10298","FA","25","@PHI Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*027vk*","Jonathan Pokorny","MIL","RP","10299","FA","35","@NYM Thu 10:10AM","11.00","2023","0","0","0%","-","0%"
"*041wi*","Jacob Polancic","ARI","P","10300","FA","25","COL Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*066o1*","Albert Polanco","MIA","SP","10301","FA","18","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*031gw*","Alex Polanco","NYY","P","10302","FA","29","@HOU Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*04a6f*","Anderson Polanco","(N/A)","SP","10303","FA","31","","11.00","2023","0","0","0%","-","0%"
"*060go*","Bryan Polanco","(N/A)","RP","10304","FA","22","","11.00","2023","0","0","0%","-","0%"
"*04oc4*","Federico Polanco","MIA","SS","10305","FA","22","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*02jy0*","Gregory Polanco","(N/A)","OF","10306","FA","32","","11.00","2023","0","0","0%","-","0%"
"*05t9r*","Gustavo Polanco","(N/A)","1B","10307","FA","26","","11.00","2023","0","0","0%","-","0%"
"*066s7*","Narciso Polanco","TB","2B","10308","FA","19","TOR Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05rkp*","Richard Polanco","CLE","SS","10309","FA","20","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","1%"
"*05g4c*","Ronny Polanco","ARI","3B","10310","FA","20","COL Thu 1:00AM","11.00","2023","0","0","0%","-","1%"
"*05r9o*","Samil Polanco","CHW","2B","10311","FA","23","DET Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05kel*","Shalin Polanco","PIT","OF","10312","FA","19","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","6%"
"*04mrl*","Yohan Polanco","(N/A)","OF","10313","FA","22","","11.00","2023","0","0","0%","-","0%"
"*064o5*","Jared Poland","MIA","SP","10314","FA","23","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","2%"
"*05lnl*","Kaden Polcovich","SEA","2B","10315","FA","24","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","5%"
"*041xs*","Brady Policelli","(N/A)","C","10316","FA","28","","11.00","2023","0","0","0%","-","0%"
"*04pyu*","AJ Politi","BOS","RP","10317","FA","27","@SEA Thu 7:10PM","11.00","2023","0","0","0%","-","4%"
"*0648b*","Chandler Pollard","TEX","2B","10318","FA","19","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","4%"
"*031gv*","Luis Pollorena","TEX","P","10319","FA","32","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*03fhy*","Tito Polo","CHW","OF","10320","FA","29","DET Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04ye5*","Rainer Polonius","TB","SS","10321","FA","22","TOR Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*04ye4*","Ryson Polonius","TB","SS","10322","FA","22","TOR Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*02n2g*","Daniel Poma","ARI","OF","10323","FA","34","COL Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*04ru8*","Jairo Pomares","SF","OF","10324","JOHN","23","@SD Thu 1:10PM","11.00","2025","0","0","0%","-","9%"
"*02jpk*","Stu Pomeranz","BAL","RP","10325","FA","39","LAA Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*02cce*","Dalton Pompey","(N/A)","OF","10326","FA","31","","11.00","2023","0","0","0%","-","0%"
"*04mrm*","Tristan Pompey","(N/A)","OF","10327","FA","26","","11.00","2023","0","0","0%","-","0%"
"*0313g*","Daniel Ponce de Leon","CHW","RP","10328","FA","31","DET Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03pj4*","Cody Ponce","(N/A)","RP","10329","FA","29","","11.00","2023","0","0","0%","-","0%"
"*066jf*","Blaze Pontes","OAK","SP","10330","FA","23","CLE Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*04pvy*","Thomas Ponticelli","CLE","P","10331","FA","26","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","1%"
"*051bb*","Austin Pope","ARI","P","10332","FA","25","COL Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*0626s*","Bryan Pope","STL","SP","10333","FA","24","@LAD Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*02bty*","Mark Pope","SD","P","10334","FA","34","SF Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0422f*","Sean Poppen","SD","RP","10335","FA","29","SF Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*01c2a*","Rick Porcello","(N/A)","SP","10336","FA","35","","11.00","2023","0","0","0%","-","0%"
"*01c0q*","Aaron Poreda","TEX","RP","10337","FA","37","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*05u6h*","Brock Porter","TEX","SP","10338","CA$H","20","CHC Thu 4:35PM","19.00","2028","0","0","1%","1727.2","35%"
"*03qse*","Pat Porter","HOU","OF","10339","FA","30","NYY Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*025cx*","Juan Portes","MIN","3B","10340","FA","38","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*021wr*","Eammon Portice","BOS","SP","10341","FA","38","@SEA Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*01f6v*","Adys Portillo","SD","SP","10342","FA","32","SF Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03qua*","Matt Portland","KC","P","10343","FA","29","MIN Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03bue*","Jeremias Portorreal","PIT","OF","10344","FA","26","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03z3x*","Carlos Portuondo","ATL","RP","10345","FA","36","@PHI Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*03nuv*","Jesus Posso","PHI","C","10346","FA","28","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*02b2k*","Cody Poteet","MIA","RP","10347","FA","29","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*04q17*","Mark Potter","PHI","P","10348","FA","26","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*041m6*","Hudson Potts","BOS","3B","10349","FA","25","@SEA Thu 7:10PM","11.00","2023","0","0","0%","-","4%"
"*061t0*","Nikau Pouaka-Grego","PHI","SS","10350","FA","19","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","6%"
"*04pvq*","PJ Poulin","COL","P","10351","FA","27","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","1%"
"*03i7z*","Brandon Poulson","MIN","RP","10352","FA","33","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*01zz5*","Brooks Pounders","(N/A)","RP","10353","FA","33","","11.00","2023","0","0","0%","-","0%"
"*03dac*","Max Povse","(N/A)","RP","10354","FA","30","","11.00","2023","0","0","0%","-","0%"
"*02nae*","Boog Powell","(N/A)","OF","10355","FA","30","","11.00","2023","0","0","0%","-","0%"
"*05jqt*","Holden Powell","WSH","P","10356","FA","24","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","5%"
"*06421*","Walker Powell","CHC","SP","10357","FA","27","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","1%"
"*03qrj*","Bobby Poyner","(N/A)","RP","10358","FA","31","","11.00","2023","0","0","0%","-","0%"
"*01siq*","Rich Poythress","SEA","1B","10359","FA","36","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*060qs*","Miguel Pozo","NYY","SP","10360","FA","22","@HOU Thu 1:00AM","11.00","2023","0","0","0%","-","1%"
"*03yr2*","Yohel Pozo","OAK","C","10361","FA","26","CLE Thu 7:07PM","11.00","2023","0","0","0%","-","4%"
"*066o2*","Arnold Prado","CHW","OF","10362","FA","19","DET Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*051wn*","Elio Prado","BAL","OF","10363","FA","22","LAA Thu 12:05PM","11.00","2023","0","0","0%","-","2%"
"*05jqf*","Levi Prater","STL","P","10364","FA","24","@LAD Thu 1:10PM","11.00","2023","0","0","0%","-","2%"
"*0515d*","Anthony Prato","MIN","SS","10365","FA","25","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","3%"
"*0517o*","Andrew Pratt","WSH","C","10366","FA","27","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*067xj*","Cooper Pratt","MIL","SS","10367","FA","19","@NYM Thu 10:10AM","11.00","2023","0","0","0%","-","18%"
"*05y0z*","Sam Praytor","MIA","C","10368","FA","24","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","2%"
"*056j2*","Reginald Preciado","CHC","SS","10369","FA","20","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","8%"
"*045kr*","Mario Prenza","MIA","OF","10370","FA","24","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*022o8*","Alex Presley","(N/A)","OF","10371","FA","38","","11.00","2023","0","0","0%","-","0%"
"*04etm*","Brandon Presley","MIL","P","10372","FA","27","@NYM Thu 10:10AM","11.00","2023","0","0","0%","-","0%"
"*03dej*","Josh Prevost","NYM","P","10373","FA","31","MIL Thu 10:10AM","11.00","2023","0","0","0%","-","0%"
"*01sjq*","Bryan Price","CLE","RP","10374","FA","37","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*065j4*","Collin Price","HOU","C","10375","FA","24","NYY Thu 1:00AM","11.00","2023","0","0","0%","-","1%"
"*004e4*","David Price","(N/A)","RP","10376","FA","38","","11.00","2023","0","0","0%","-","1%"
"*025dx*","Mathew Price","BOS","SP","10377","FA","34","@SEA Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*02hmf*","Robby Price","TB","SS","10378","FA","35","TOR Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*065v9*","Patrick Pridgen","DET","SP","10379","FA","24","@CHW Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*004do*","Jason Pridie","ARI","OF","10380","FA","40","COL Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*05joq*","Connor Prielipp","MIN","SP","10381","FA","22","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","17%"
"*03cbc*","Jordan Pries","CHC","SP","10382","FA","33","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*0519s*","Micah Pries","CLE","OF","10383","FA","25","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","4%"
"*02mz3*","Anthony Prieto","CHC","P","10384","FA","30","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*02c34*","Richard Prigatano","COL","1B,OF","10385","FA","31","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*02n43*","Correlle Prime","COL","1B","10386","FA","29","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*021wv*","Josh Prince","ARI","OF","10387","FA","35","COL Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*004f9*","Mark Prior","CIN","SP","10388","FA","43","WSH Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0319a*","Daniel Procopio","(N/A)","SP","10389","FA","28","","11.00","2023","0","0","0%","-","0%"
"*04pwy*","Christopher Proctor","DET","C","10390","FA","26","@CHW Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04pph*","Ford Proctor","(N/A)","C","10391","FA","27","","11.00","2023","0","0","0%","-","2%"
"*02n5u*","Jake Proctor","MIN","OF","10392","FA","33","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05t74*","James Proctor","CIN","SP","10393","FA","25","WSH Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*03doc*","Jordan Procyshen","TEX","C","10394","FA","30","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*02wc3*","Juremi Profar","TEX","3B","10395","FA","27","CHC Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*041uk*","Dylan Prohoroff","PIT","P","10396","FA","29","@MIA Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*0633d*","Michael Prosecky","COL","SP","10397","FA","22","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","3%"
"*021ww*","Chris Province","MIN","RP","10398","FA","38","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*03qzi*","Reggie Pruitt","(N/A)","OF","10399","FA","26","","11.00","2023","0","0","0%","-","0%"
"*025hh*","Stephen Pryor","MIN","RP","10400","FA","34","@KC Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04n1d*","Robert Puason","OAK","SS","10401","FA","21","CLE Thu 7:07PM","11.00","2023","0","0","0%","-","9%"
"*060vc*","Jacques Pucheu","(N/A)","SP","10402","FA","26","","11.00","2023","0","0","0%","-","0%"
"*041pt*","A.J. Puckett","ATL","SP","10403","FA","28","@PHI Thu 12:05PM","11.00","2023","0","0","0%","-","1%"
"*04enu*","Brady Puckett","MIA","P","10404","FA","28","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*01sro*","Cesar Puello","(N/A)","OF","10405","FA","32","","11.00","2023","0","0","0%","-","0%"
"*04vep*","Israel Puello","PHI","SP","10406","FA","23","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","1%"
"*04yct*","Julio Puello","STL","SP","10407","FA","24","@LAD Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05yl5*","Jorge Puerta","LAD","C,1B,OF","10408","FA","22","STL Thu 1:10PM","11.00","2023","0","0","0%","-","3%"
"*02c44*","James Pugliese","CHC","P","10409","FA","31","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*02muz*","Yasiel Puig","(N/A)","OF","10410","FA","33","","11.00","2023","0","0","0%","-","0%"
"*0406p*","Alfred Pujols","NYY","3B","10411","FA","25","@HOU Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*03zbo*","Henry Pujols","CLE","3B","10412","FA","25","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","1%"
"*02ni2*","Jose Pujols","(N/A)","OF","10413","FA","28","","11.00","2023","0","0","0%","-","0%"
"*02mzh*","Andrew Pullin","PHI","OF","10414","FA","30","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*060uc*","Jarren Purify","(N/A)","SS","10415","FA","18","","11.00","2023","0","0","0%","-","0%"
"*01spn*","Matt Purke","(N/A)","RP","10416","FA","33","","11.00","2023","0","0","0%","-","0%"
"*062e1*","Blake Purnell","(N/A)","RP","10417","FA","21","","11.00","2023","0","0","0%","-","0%"
"*0665x*","Matt Pushard","MIA","SP","10418","FA","26","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","2%"
"*01us2*","Luke Putkonen","(N/A)","RP","10419","FA","37","","11.00","2023","0","0","0%","-","0%"
"*000la*","Danny Putnam","OAK","OF","10420","FA","0","CLE Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*01sjp*","Zach Putnam","(N/A)","RP","10421","FA","36","","11.00","2023","0","0","0%","-","0%"
"*04q03*","Trevor Putzig","BAL","3B","10422","FA","28","LAA Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*062eb*","Josh Pyne","(N/A)","3B","10423","FA","21","","11.00","2023","0","0","0%","-","0%"
"*0657d*","Zack Qin","(N/A)","SP","10429","FA","18","","11.00","2023","0","0","0%","-","1%"
"*04q73*","Jordan Qsar","PHI","OF","10430","FA","28","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","1%"
"*02bwb*","Kevin Quackenbush","(N/A)","RP","10431","FA","35","","11.00","2023","0","0","0%","-","0%"
"*000hi*","Chad Qualls","(N/A)","RP","10432","FA","45","","11.00","2023","0","0","0%","-","0%"
"*000ni*","Carlos Quentin","(N/A)","OF","10433","FA","41","","11.00","2023","0","0","0%","-","0%"
"*04mlk*","Juan Querecuto","SEA","SS","10434","FA","23","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","2%"
"*048vs*","Juniel Querecuto","(N/A)","3B","10435","FA","31","","11.00","2023","0","0","0%","-","0%"
"*05un2*","Edgar Quero","CHW","C","10436","FA","20","DET Thu 1:10PM","11.00","2023","0","0","0%","-","24%"
"*049j5*","Jose Quero","DET","1B","10437","FA","25","@CHW Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05r5v*","Jesus Quevedo","(N/A)","SS","10438","FA","20","","11.00","2023","0","0","0%","-","1%"
"*04es2*","Drew Quezada","COL","P","10439","FA","26","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*04og7*","Edwin Quezada","SEA","RP","10440","FA","27","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*03atm*","Johan Quezada","MIA","RP","10441","FA","29","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04pum*","Jose Quezada","SD","P","10442","FA","28","SF Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05y4g*","Victor Quezada","CHW","3B","10443","FA","20","DET Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*0403p*","Yoanys Quiala","HOU","SP","10444","FA","29","NYY Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*051ca*","Kona Quiggle","(N/A)","OF","10445","FA","25","","11.00","2023","0","0","0%","-","0%"
"*04q00*","Hazahel Quijada","SD","P","10446","FA","26","SF Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04awi*","Jhoan Quijada","CHW","RP","10447","FA","29","DET Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*041un*","Blake Quinn","PHI","P","10448","FA","29","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","0%"
"*031df*","Heath Quinn","(N/A)","OF","10449","FA","28","","11.00","2023","0","0","0%","-","1%"
"*02brj*","Roman Quinn","COL","OF","10450","FA","30","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*05u31*","Luis Quinones","TOR","SP","10451","FA","26","@TB Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05ylq*","Adrian Quintana","SEA","SP","10452","FA","21","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","1%"
"*03anf*","Gabriel Quintana","SD","3B","10453","FA","31","SF Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05rcq*","Lorenzo Quintana","MIA","C","10454","FA","34","PIT Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*041wh*","Nick Quintana","CIN","3B","10455","FA","26","WSH Thu 1:10PM","11.00","2023","0","0","0%","-","2%"
"*05t9a*","Pedro Quintana","MIL","SP","10456","FA","19","@NYM Thu 10:10AM","11.00","2023","0","0","0%","-","1%"
"*05aom*","Roismar Quintana","WSH","OF","10457","FA","20","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","5%"
"*02mxx*","Zach Quintana","MIL","P","10458","FA","29","@NYM Thu 10:10AM","11.00","2023","0","0","0%","-","0%"
"*05yaw*","Cole Quintanilla","WSH","SP","10459","FA","24","@CIN Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*000nk*","Omar Quintanilla","COL","SS","10460","FA","42","@ARI Thu 1:00AM","11.00","2023","0","0","0%","-","0%"
"*04b3c*","Alison Quintero","SD","C","10461","FA","23","SF Thu 1:10PM","11.00","2023","0","0","0%","-","1%"
"*03qt8*","Brandon Quintero","CHW","P","10462","FA","29","DET Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*061ye*","Geraldo Quintero","ATL","SS","10463","FA","22","@PHI Thu 12:05PM","11.00","2023","0","0","0%","-","5%"
"*000ob*","Humberto Quintero","(N/A)","C","10464","FA","44","","11.00","2023","0","0","0%","-","0%"
"*05yfe*","Malcom Quintero","CHC","C","10465","FA","23","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","0%"
"*0527g*","Ronnier Quintero","CHC","C","10466","FA","21","@TEX Thu 4:35PM","11.00","2023","0","0","0%","-","4%"
"*05xzw*","Wellington Quintero","(N/A)","RP","10467","FA","23","","11.00","2023","0","0","0%","-","0%"
"*0406x*","Christopher Quintin","OAK","SS","10468","FA","24","CLE Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*02hs5*","Edwin Quirarte","SF","P","10469","FA","37","@SD Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*04m7n*","Esteban Quiroz","PHI","2B","10470","FA","31","ATL Thu 12:05PM","11.00","2023","0","0","0%","-","1%"
"*000fy*","Guillermo Quiroz","CLE","C","10471","FA","42","@OAK Thu 7:07PM","11.00","2023","0","0","0%","-","0%"
"*03dsp*","Isaias Quiroz","(N/A)","C","10472","FA","27","","11.00","2023","0","0","0%","-","0%"
"*062h6*","Nelson Quiroz","LAD","C","10473","FA","22","STL Thu 1:10PM","11.00","2023","0","0","0%","-","4%"
"*05yn8*","Zack Raabe","MIL","2B","10475","FA","24","@NYM Thu 10:10AM","11.00","2023","0","0","0%","-","1%"
"*03dn6*","Chris Rabago","(N/A)","C","10476","FA","30","","11.00","2023","0","0","0%","-","0%"
"*01fi2*","Dennis Raben","SEA","OF","10477","FA","36","BOS Thu 7:10PM","11.00","2023","0","0","0%","-","0%"
"*000md*","Ryan Raburn","(N/A)","OF","10478","FA","42","","11.00","2023","0","0","0%","-","0%"
"*051cs*","Patrick Raby","CIN","P","10479","FA","26","WSH Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*02nbl*","Avain Rachal","CIN","P","10480","FA","29","WSH Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
"*05yib*","Nelson Rada","LAA","OF","10481","FA","18","@BAL Thu 12:05PM","11.00","2023","0","0","0%","-","23%"
"*03dsv*","Collin Radack","STL","OF","10482","FA","31","@LAD Thu 1:10PM","11.00","2023","0","0","0%","-","0%"
